ID,Nome,Matricula,Turma,Curso,Semestre,Age,GPA,Attendance_Rate,Study_Hours_per_Day,Travel_Time_Minutes,Stress_Index,Gender_Male,Dropout,Nivel_Risco,Probabilidade_Risco,Recomendacoes
2355,,,,,,23,0.0,78.4,2.96,30.0,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2356,,,,,,21,1.4,76.7,3.61,20.4,8,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2357,,,,,,20,3.01,79.6,3.87,34.7,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2358,,,,,,21,1.86,76.8,3.67,24.9,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2359,,,,,,17,2.55,84.6,3.18,29.4,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2360,,,,,,21,0.47,74.4,3.41,24.2,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2361,,,,,,18,3.44,90.1,4.0,20.4,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2362,,,,,,18,0.0,87.8,3.67,27.5,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2363,,,,,,17,2.95,85.6,6.79,44.2,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2364,,,,,,23,1.54,78.3,5.36,24.3,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2365,,,,,,19,3.59,82.4,3.92,28.5,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2366,,,,,,24,4.0,81.0,4.86,26.8,1,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2367,,,,,,19,2.54,82.2,3.31,22.4,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2368,,,,,,17,2.21,71.3,5.39,44.8,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2369,,,,,,18,2.39,82.8,5.73,13.7,2,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2370,,,,,,23,1.03,84.6,4.78,29.0,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2371,,,,,,20,2.77,93.6,3.34,19.9,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2372,,,,,,19,2.07,73.9,4.77,36.8,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
2373,,,,,,21,0.0,72.5,3.1,31.6,6,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2374,,,,,,22,1.27,89.9,2.2,44.2,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2375,,,,,,23,1.0,69.9,4.34,38.8,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
2376,,,,,,24,1.45,93.6,1.88,31.0,7,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos
2377,,,,,,20,2.69,91.5,3.46,38.9,9,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2378,,,,,,18,3.73,86.6,4.48,40.0,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2379,,,,,,20,4.0,69.9,6.03,19.0,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2380,,,,,,21,2.59,80.7,3.17,39.3,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2381,,,,,,18,2.67,81.6,2.68,33.6,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2382,,,,,,18,1.21,84.3,5.03,35.9,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2383,,,,,,21,0.71,86.4,4.28,25.1,10,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2384,,,,,,20,3.05,76.0,4.1,19.7,8,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2385,,,,,,21,1.54,90.5,2.07,17.6,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2386,,,,,,19,1.24,86.2,5.41,5.0,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2387,,,,,,20,1.15,86.1,1.26,21.5,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
2388,,,,,,19,1.4,80.2,4.25,59.3,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2389,,,,,,23,2.71,85.1,5.59,39.9,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2390,,,,,,23,3.41,64.9,4.15,33.8,3,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2391,,,,,,17,1.74,85.2,3.68,41.5,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2392,,,,,,19,3.36,95.3,2.65,26.9,8,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2393,,,,,,17,1.62,88.2,3.26,25.3,7,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2394,,,,,,19,1.17,87.3,6.85,26.5,8,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2395,,,,,,20,3.87,88.2,3.29,21.2,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2396,,,,,,17,2.72,91.7,4.59,22.2,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2397,,,,,,19,2.85,80.4,2.92,29.8,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2398,,,,,,18,2.77,89.9,3.61,30.8,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2399,,,,,,21,2.88,85.7,1.88,45.9,2,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
2400,,,,,,21,1.37,82.5,3.94,42.3,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2401,,,,,,19,3.58,92.8,3.53,12.2,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2402,,,,,,21,3.36,76.5,5.75,26.5,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2403,,,,,,19,3.02,76.8,2.9,16.7,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2404,,,,,,20,0.41,63.1,3.44,5.0,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
2405,,,,,,24,0.8,74.6,5.18,31.0,6,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2406,,,,,,23,2.98,78.5,3.96,36.9,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2407,,,,,,18,4.0,81.6,3.79,30.9,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2408,,,,,,22,4.0,85.6,3.77,35.2,2,0,0,BAIXO,20.0,Reforco escolar e acompanhamento pedagogico
2409,,,,,,22,2.33,89.0,2.71,26.0,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2410,,,,,,18,1.12,71.4,3.44,17.7,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
2411,,,,,,22,1.35,82.9,4.1,25.6,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2412,,,,,,24,1.17,74.1,2.49,46.4,5,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2413,,,,,,18,3.62,71.4,2.62,34.5,3,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2414,,,,,,19,3.3,84.6,5.58,11.8,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2415,,,,,,23,3.89,82.8,4.65,31.6,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2416,,,,,,21,2.22,85.9,4.39,45.3,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2417,,,,,,22,2.81,86.6,3.29,39.1,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2418,,,,,,21,3.33,78.1,4.29,45.4,2,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2419,,,,,,21,1.82,90.8,0.88,12.1,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
2420,,,,,,18,2.03,74.7,2.43,31.5,6,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2421,,,,,,23,1.31,73.6,4.81,25.8,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
2422,,,,,,23,3.56,85.2,3.12,37.1,1,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2423,,,,,,20,2.68,83.7,3.73,19.8,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2424,,,,,,20,1.03,75.5,4.47,19.6,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2425,,,,,,17,2.56,75.3,3.02,30.0,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2426,,,,,,22,4.0,85.0,3.19,18.9,5,1,0,BAIXO,20.0,Reforco escolar e acompanhamento pedagogico
2427,,,,,,22,2.38,84.0,3.53,33.1,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2428,,,,,,20,2.73,73.7,4.2,5.5,5,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2429,,,,,,23,1.92,76.9,1.88,44.1,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
2430,,,,,,20,2.52,74.7,4.39,5.0,3,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2431,,,,,,22,1.0,65.0,3.97,40.9,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2432,,,,,,18,3.68,92.9,4.14,23.0,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2433,,,,,,20,1.66,83.9,3.04,12.6,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2434,,,,,,20,1.28,91.3,3.93,32.0,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2435,,,,,,21,3.83,79.6,5.24,40.6,2,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2436,,,,,,20,3.22,74.2,4.89,43.9,2,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2437,,,,,,20,1.59,75.0,5.6,43.5,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2438,,,,,,22,0.0,75.0,2.83,19.7,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2439,,,,,,20,3.36,77.9,4.89,32.5,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2440,,,,,,17,1.52,69.6,3.19,8.7,6,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2441,,,,,,24,0.75,78.9,1.05,31.0,2,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
2442,,,,,,24,2.3,77.4,5.21,34.1,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2443,,,,,,18,4.0,89.0,5.0,25.5,5,0,0,BAIXO,20.0,Reforco escolar e acompanhamento pedagogico
2444,,,,,,22,2.45,86.3,5.93,8.0,7,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2445,,,,,,19,1.25,78.9,2.1,22.9,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2446,,,,,,21,3.27,85.8,4.21,52.9,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2447,,,,,,21,0.05,73.2,3.71,34.7,9,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
2448,,,,,,20,4.0,71.9,5.49,24.2,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2449,,,,,,19,0.09,81.2,2.19,28.1,8,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2450,,,,,,19,1.18,82.8,3.67,34.6,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2451,,,,,,19,0.85,80.9,4.12,11.4,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2452,,,,,,19,3.44,92.8,4.96,12.0,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2453,,,,,,20,0.53,87.5,4.54,21.2,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2454,,,,,,19,1.13,90.3,3.96,23.9,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2455,,,,,,22,1.88,77.6,3.6,51.5,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2456,,,,,,24,1.99,84.7,3.88,30.8,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2457,,,,,,19,1.95,73.7,4.98,23.8,6,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2458,,,,,,21,2.54,76.1,2.93,30.7,2,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2459,,,,,,22,1.04,84.6,4.0,5.7,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2460,,,,,,22,2.82,74.9,3.7,19.2,5,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2461,,,,,,21,1.23,75.7,1.29,21.0,8,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos
2462,,,,,,22,0.28,85.4,1.46,17.8,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
2463,,,,,,22,0.21,75.9,2.06,44.8,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2464,,,,,,18,3.09,89.7,3.72,37.9,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2465,,,,,,22,3.66,80.3,4.65,15.5,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2466,,,,,,23,2.89,80.6,3.2,14.8,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2467,,,,,,19,0.57,84.0,1.89,14.9,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
2468,,,,,,21,2.65,80.9,5.23,27.8,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2469,,,,,,22,2.01,84.2,4.36,32.4,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2470,,,,,,20,1.42,74.7,3.71,35.0,5,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2471,,,,,,23,2.36,60.2,4.32,17.8,6,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2472,,,,,,26,1.09,70.7,2.63,27.9,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2473,,,,,,19,3.24,78.4,5.34,29.3,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2474,,,,,,18,2.25,85.9,4.41,44.4,7,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2475,,,,,,21,2.56,99.3,3.81,39.3,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2476,,,,,,22,2.9,77.3,3.56,12.8,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2477,,,,,,20,0.0,76.8,4.09,7.4,10,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2478,,,,,,24,3.2,84.7,4.63,28.7,1,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2479,,,,,,18,1.96,83.8,1.73,22.4,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
2480,,,,,,22,1.72,84.0,2.98,18.5,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2481,,,,,,19,1.14,80.0,3.57,20.9,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2482,,,,,,24,1.32,66.2,3.52,37.0,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
2483,,,,,,25,4.0,83.6,3.07,12.0,1,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2484,,,,,,19,3.11,81.6,5.01,52.2,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2485,,,,,,19,2.72,69.3,3.1,21.4,2,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2486,,,,,,22,0.82,86.7,2.61,37.6,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2487,,,,,,20,1.53,87.8,3.39,22.0,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2488,,,,,,20,2.33,86.5,5.96,11.8,7,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2489,,,,,,21,2.88,78.7,4.02,28.2,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2490,,,,,,17,2.52,83.8,3.37,15.0,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2491,,,,,,21,2.18,74.8,3.57,31.8,1,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2492,,,,,,19,0.0,70.9,1.72,29.7,9,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos
2493,,,,,,19,3.43,81.2,3.76,21.7,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2494,,,,,,24,3.16,70.0,4.31,31.8,6,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2495,,,,,,18,3.32,80.9,4.57,42.5,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2496,,,,,,22,3.06,81.6,3.79,28.7,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2497,,,,,,20,1.9,75.5,3.03,21.3,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2498,,,,,,20,3.05,97.5,5.18,34.8,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2499,,,,,,22,3.05,77.2,4.0,35.3,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2500,,,,,,21,0.0,83.7,2.72,26.6,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2501,,,,,,22,2.81,80.5,3.0,46.5,9,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2502,,,,,,23,2.56,89.5,3.56,26.4,8,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2503,,,,,,20,2.56,79.3,3.62,47.9,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2504,,,,,,19,0.0,71.9,3.3,22.1,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
2505,,,,,,18,3.33,85.3,4.41,40.2,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2506,,,,,,19,1.76,70.0,3.89,27.4,4,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2507,,,,,,27,1.48,75.2,5.15,33.2,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2508,,,,,,23,0.54,77.9,4.1,5.7,10,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2509,,,,,,18,0.53,78.2,3.54,56.0,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2510,,,,,,18,1.08,79.2,3.34,33.8,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2511,,,,,,22,2.36,78.6,3.48,42.2,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2512,,,,,,22,1.6,83.0,2.6,13.5,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2513,,,,,,22,3.03,76.6,3.69,32.1,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2514,,,,,,20,1.37,85.5,4.62,27.8,8,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2515,,,,,,20,2.04,75.3,5.01,17.3,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2516,,,,,,21,1.76,71.8,4.23,45.4,6,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2517,,,,,,21,3.58,72.9,8.4,31.8,3,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2518,,,,,,17,3.66,78.7,4.42,29.4,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2519,,,,,,20,1.68,89.8,1.75,37.5,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
2520,,,,,,19,2.37,81.8,4.54,19.7,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2521,,,,,,21,2.91,78.3,5.47,31.9,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2522,,,,,,27,2.82,81.7,3.65,31.1,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2523,,,,,,21,1.34,72.3,4.0,31.6,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2524,,,,,,20,2.6,68.3,1.65,42.3,6,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos
2525,,,,,,23,1.1,74.1,3.87,24.9,9,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
2526,,,,,,22,2.58,73.6,2.68,23.6,1,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2527,,,,,,21,3.3,100.0,3.73,22.6,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2528,,,,,,22,3.41,97.4,3.51,22.1,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2529,,,,,,25,1.99,97.3,5.91,43.2,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2530,,,,,,18,1.3,72.3,5.09,29.2,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2531,,,,,,22,4.0,96.0,3.27,42.3,6,1,0,BAIXO,20.0,Reforco escolar e acompanhamento pedagogico
2532,,,,,,19,4.0,76.3,3.46,33.3,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2533,,,,,,22,2.93,95.2,5.21,19.5,7,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2534,,,,,,19,1.69,85.5,4.15,11.9,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2535,,,,,,20,2.51,74.1,4.41,12.6,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
2536,,,,,,20,3.38,95.2,5.54,19.3,8,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2537,,,,,,23,3.41,94.9,3.0,42.2,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2538,,,,,,23,3.37,73.5,5.24,45.6,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
2539,,,,,,18,3.28,84.6,3.49,31.1,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2540,,,,,,21,0.0,66.5,1.08,41.1,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos
2541,,,,,,19,2.31,78.8,2.48,23.3,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2542,,,,,,18,2.47,78.9,2.79,22.5,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2543,,,,,,20,1.28,78.7,5.74,39.2,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2544,,,,,,20,3.65,94.9,3.84,32.0,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2545,,,,,,26,2.78,71.3,3.6,38.8,4,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
