Age,Family_Income,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Stress_Index,GPA,Semester_GPA,CGPA,Gender_Male,Internet_Access_Yes,Part_Time_Job_Yes,Scholarship_Yes,Semester_Year 2,Semester_Year 3,Semester_Year 4,Department_Business,Department_CS,Department_Engineering,Department_Science,Parental_Education_High School,Parental_Education_Master,Parental_Education_PhD,Dropout
19.0,25000.0,3.53,80.1,0,31.7,3.0,4.0,4.0,4.0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,0
22.8,25000.0,1.63,92.8,1,40.6,8.8,1.55,1.57,1.57,True,True,False,True,False,False,False,False,False,False,False,False,False,False,0
21.3,45350.0,2.42,69.6,1,8.9,6.2,1.45,1.58,1.58,True,False,True,False,False,False,False,False,False,False,True,True,False,False,0
18.2,25000.0,5.16,94.3,2,24.7,8.8,1.39,1.45,1.36,True,True,False,False,False,False,True,False,False,True,False,False,False,False,1
22.9,28327.0,2.8,95.9,1,26.8,4.9,3.77,3.68,3.64,True,True,False,False,False,False,True,False,False,True,False,True,False,False,0
17.8,25000.0,4.53,83.2,1,20.1,6.3,2.85,2.58,2.58,True,True,False,False,False,False,False,False,False,False,True,False,True,False,0
21.7,42594.0,2.84,84.3,0,48.3,7.3,1.61,2.32,2.39,True,True,True,False,True,False,False,False,False,True,False,False,False,False,0
19.2,25000.0,3.76,72.5,0,6.8,6.1,0.65,0.53,0.51,True,True,False,False,False,False,True,False,True,False,False,False,True,False,0
20.2,29956.0,3.38,90.0,3,28.6,4.9,1.67,1.47,1.53,True,True,False,False,False,False,True,False,False,True,False,False,False,False,1
22.1,36526.0,5.09,92.2,1,43.6,4.6,3.62,3.47,3.49,True,True,False,True,True,False,False,False,False,False,False,False,True,False,0
22.1,25000.0,5.18,88.1,2,39.2,4.9,1.94,1.88,1.79,True,True,True,True,True,False,False,False,True,False,False,True,False,False,0
23.9,25000.0,1.9,72.1,0,25.4,10.0,0.24,0.4,0.4,True,True,False,True,False,False,False,False,True,False,False,False,True,False,1
20.8,28139.0,5.75,69.1,0,19.2,4.4,2.5,2.06,2.06,True,True,False,False,False,False,False,True,False,False,False,False,False,False,0
21.7,40477.0,3.66,80.1,0,43.1,1.9,2.4,2.5,2.44,False,True,True,False,False,True,False,False,True,False,False,False,False,False,0
20.0,33173.0,5.41,82.6,4,23.7,5.6,0.47,0.0,0.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0
21.4,41617.0,5.71,90.1,0,20.0,5.5,3.91,4.0,3.89,True,True,False,False,True,False,False,False,False,True,False,True,False,False,0
22.0,25000.0,3.27,80.1,1,42.0,4.9,4.0,3.72,3.74,True,True,True,False,True,False,False,True,False,False,False,False,False,False,0
20.8,25000.0,6.11,90.5,3,33.7,4.4,3.6,3.68,3.69,False,False,True,True,True,False,False,True,False,False,False,True,False,False,0
17.0,31279.0,1.68,91.0,2,25.8,5.0,3.26,3.22,3.22,True,True,False,False,True,False,False,False,False,False,False,True,False,False,0
21.7,25000.0,2.65,85.8,3,33.9,3.1,1.6,1.92,1.92,False,True,True,False,False,False,False,False,False,False,False,True,False,False,1
21.8,25000.0,3.46,89.0,1,35.3,8.7,1.54,1.11,1.11,True,False,True,False,False,False,False,False,False,False,True,True,False,False,0
19.5,52019.0,2.66,78.7,2,29.4,5.9,1.94,1.95,1.99,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1
18.2,33305.0,2.12,72.9,2,31.8,5.7,1.75,1.9,1.9,False,True,False,False,False,False,False,False,True,False,False,False,True,False,0
24.2,25000.0,5.33,77.4,2,5.0,7.4,1.55,1.65,1.66,False,False,True,False,False,False,True,False,False,False,True,False,True,False,1
22.1,25000.0,3.42,75.3,2,28.7,10.0,3.0,2.87,2.84,True,True,False,True,True,False,False,False,False,True,False,False,True,False,0
20.5,43155.0,4.1,91.7,1,22.3,4.8,4.0,4.0,4.0,False,True,True,True,False,True,False,False,False,False,True,False,True,False,0
18.5,33765.0,4.88,88.9,1,20.4,6.1,3.37,2.92,2.97,False,True,True,False,True,False,False,False,False,True,False,False,False,False,0
19.2,25000.0,5.42,65.8,4,21.8,6.9,0.48,0.65,0.76,False,True,True,False,False,True,False,False,False,False,False,False,False,False,1
23.9,25000.0,6.02,83.4,2,24.0,6.7,1.62,1.51,1.53,True,True,True,False,True,False,False,False,True,False,False,False,False,False,0
21.3,91957.0,2.87,67.7,2,26.4,7.1,0.0,0.28,0.31,False,True,False,True,False,False,True,False,False,True,False,False,True,False,1
19.8,25000.0,6.01,73.3,5,32.0,7.2,1.31,1.27,1.33,True,True,False,False,True,False,False,False,False,True,False,False,True,False,0
22.1,40807.0,4.21,88.7,1,21.2,4.8,2.54,2.39,2.39,True,True,False,False,False,False,False,False,False,False,True,True,False,False,0
19.2,73601.0,4.22,68.2,0,36.2,7.7,1.25,1.42,1.47,False,True,False,True,False,False,True,True,False,False,False,False,True,False,0
24.3,32486.0,3.64,71.1,2,38.8,5.3,3.18,3.37,3.35,True,True,True,True,False,False,True,False,True,False,False,False,False,False,0
24.0,29740.5,4.0,73.8,3,38.7,5.5,3.02,3.06,3.04,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0
20.0,25000.0,6.01,69.3,1,41.2,6.6,2.2,2.65,2.69,False,True,True,False,False,False,True,False,False,False,True,False,False,False,0
19.6,25000.0,4.85,70.6,2,23.2,4.2,1.33,1.49,1.48,True,True,True,False,True,False,False,True,False,False,False,False,False,False,0
17.0,37273.0,5.43,81.6,3,26.8,6.3,3.22,3.12,3.15,False,True,True,True,False,False,True,False,True,False,False,False,True,False,0
17.7,71011.0,2.87,68.5,6,33.0,6.6,1.54,1.4,1.39,False,True,True,True,False,True,False,True,False,False,False,True,False,False,0
18.1,25000.0,3.44,80.0,2,24.9,2.1,3.56,3.64,3.64,True,True,False,False,False,False,False,False,True,False,False,True,False,False,0
21.3,25000.0,4.11,82.1,2,16.1,8.0,0.0,0.12,0.12,False,False,True,False,False,False,True,False,True,False,False,True,False,False,1
20.3,45184.0,4.66,88.0,1,24.0,4.0,2.99,3.08,3.15,True,True,False,True,False,True,False,False,True,False,False,True,False,False,0
18.0,25000.0,4.45,89.4,1,49.6,6.0,4.0,3.88,3.9,True,True,False,False,True,False,False,False,False,True,False,False,False,True,0
20.4,35056.0,6.34,71.0,1,21.1,8.3,0.25,0.25,0.25,True,True,True,True,False,False,False,False,False,False,False,False,True,False,1
22.1,30488.0,3.13,71.4,2,20.5,6.7,1.16,0.84,0.83,True,True,False,False,True,False,False,False,False,False,True,False,False,False,1
22.2,25000.0,4.61,71.0,3,23.4,7.4,0.28,0.16,0.16,True,True,False,False,False,False,False,False,False,False,True,True,False,False,1
17.0,29457.0,4.66,88.3,0,36.7,7.5,2.55,2.74,2.76,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0
20.7,85639.0,3.48,84.8,1,34.2,4.6,3.34,3.18,3.14,False,True,True,False,False,False,True,False,True,False,False,False,False,False,0
18.0,29740.5,4.0,79.2,3,38.5,5.5,2.53,2.49,2.52,True,True,False,True,False,False,True,False,True,False,False,True,False,False,0
23.0,57268.0,3.14,72.5,3,60.4,6.2,0.51,0.6,0.59,True,True,True,False,True,False,False,False,False,True,False,False,False,False,1
22.7,25000.0,4.38,83.2,1,39.9,6.8,4.0,4.0,4.0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,0
19.0,57386.0,2.29,93.0,4,40.8,7.5,2.51,2.25,2.24,True,True,True,False,False,True,False,False,False,True,False,False,False,False,0
19.3,43626.0,6.2,92.4,3,64.3,6.9,4.0,4.0,4.0,True,True,True,False,False,False,False,False,False,False,True,False,False,False,0
20.0,25000.0,3.68,70.2,1,35.9,4.6,1.39,1.29,1.35,True,True,True,False,False,True,False,True,False,False,False,False,False,False,0
17.0,41105.0,3.07,90.6,2,25.3,7.1,1.36,1.64,1.61,True,True,True,False,False,True,False,False,False,False,True,False,False,False,0
21.7,25000.0,1.74,70.1,5,26.4,1.7,2.0,2.41,2.49,True,True,True,True,True,False,False,False,True,False,False,True,False,False,0
20.4,25000.0,3.54,78.8,3,42.7,7.8,1.34,0.94,0.99,False,True,False,True,True,False,False,False,False,False,True,False,False,True,1
23.1,32140.0,3.69,77.8,2,15.0,3.9,3.29,3.36,3.29,False,True,False,True,False,False,True,False,True,False,False,False,False,False,0
18.6,41086.0,4.4,84.1,3,6.6,3.9,1.21,1.32,1.3,True,True,False,True,False,False,True,True,False,False,False,False,False,False,0
19.6,32564.0,3.73,74.0,1,20.1,10.0,1.4,1.65,1.61,True,True,True,True,False,True,False,True,False,False,False,True,False,False,1
17.7,27848.0,7.77,82.8,1,39.8,5.6,1.33,1.23,1.29,True,True,True,False,False,True,False,False,True,False,False,False,False,False,1
18.8,25000.0,2.35,73.4,3,37.1,5.0,2.61,2.41,2.4,False,True,False,True,False,False,True,False,True,False,False,False,False,False,1
18.4,130608.0,4.8,83.4,1,28.1,3.4,4.0,3.72,3.78,False,True,True,True,False,False,True,False,False,True,False,True,False,False,0
23.2,25000.0,4.53,71.5,3,42.8,6.3,2.87,2.91,2.95,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0
19.5,50199.0,2.25,78.8,1,37.3,6.9,2.53,2.89,2.92,False,True,False,False,False,False,True,False,False,False,True,True,False,False,0
21.3,30009.0,3.58,82.0,2,34.1,4.9,2.44,2.19,2.19,True,True,True,False,False,False,True,False,False,False,False,False,False,False,0
20.2,25000.0,7.05,80.0,2,29.8,1.6,2.61,2.41,2.41,False,True,False,True,False,False,True,False,False,False,True,True,False,False,0
18.2,28882.0,3.32,88.8,2,40.8,8.4,0.97,0.94,0.99,True,True,False,False,False,False,True,False,False,False,False,False,False,False,1
20.6,25000.0,6.63,63.9,2,39.1,5.0,2.67,3.1,3.24,True,True,False,False,True,False,False,False,True,False,False,False,True,False,0
22.3,25000.0,3.86,83.4,2,26.7,4.9,0.99,1.21,1.19,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0
18.3,28907.0,4.04,75.4,3,39.8,5.4,1.28,1.36,1.37,True,True,False,False,False,True,False,False,False,True,False,False,True,False,0
22.8,25000.0,3.51,86.7,3,22.2,4.1,1.1,0.89,0.89,False,True,False,True,False,False,False,False,False,False,True,False,True,False,0
19.1,40289.0,2.71,82.2,1,32.8,7.8,1.56,1.91,1.91,True,True,False,False,False,False,False,True,False,False,False,False,True,False,0
19.9,25000.0,2.42,90.7,1,34.8,6.8,2.3,2.15,2.13,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0
22.2,25000.0,3.21,80.1,1,26.0,6.4,2.68,3.05,3.02,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0
19.5,25000.0,4.98,91.9,0,31.6,9.7,1.39,1.89,1.89,True,True,True,True,False,False,False,False,True,False,False,True,False,False,1
21.1,109707.0,4.7,83.3,3,37.3,4.2,3.26,2.82,2.87,False,False,True,False,True,False,False,False,False,True,False,False,True,False,0
20.3,25000.0,3.52,71.7,3,17.0,7.8,2.92,2.83,2.77,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1
21.3,29740.5,4.0,75.5,3,32.2,5.5,3.04,3.03,3.03,False,True,True,False,True,False,False,False,True,False,False,False,False,False,0
17.0,25000.0,2.9,77.3,2,56.6,6.7,0.0,0.0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
17.0,25000.0,4.6,82.9,2,20.1,9.6,0.0,0.0,0.0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,1
22.4,42717.0,2.3,89.2,5,42.4,3.6,2.11,1.91,1.92,False,True,True,False,False,True,False,False,False,False,False,False,True,False,0
23.3,41477.0,4.39,86.9,2,28.9,8.5,1.5,1.64,1.55,True,True,True,False,True,False,False,False,False,False,False,False,False,False,1
19.0,25000.0,4.67,87.3,2,44.2,3.0,3.85,3.92,3.98,True,True,True,False,False,True,False,False,False,False,True,True,False,False,0
20.5,25000.0,3.74,76.0,1,21.3,9.2,0.8,0.54,0.56,True,True,False,False,True,False,False,False,False,False,False,False,False,False,1
21.6,43187.0,4.06,89.1,1,30.1,4.7,3.27,2.6,2.6,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0
22.5,41416.0,3.38,82.8,3,56.5,4.2,2.95,3.0,2.92,True,True,False,True,False,False,True,False,False,True,False,False,False,False,0
17.0,25060.0,5.21,88.4,2,27.9,4.5,3.99,4.0,3.99,False,True,False,True,False,False,True,False,False,False,False,True,False,False,0
19.1,38761.0,5.14,70.2,3,37.6,5.6,3.55,3.81,3.84,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0
20.3,25000.0,4.57,85.6,3,37.1,5.2,2.85,3.04,2.99,False,True,False,False,False,False,True,False,False,False,True,False,False,False,0
22.5,25000.0,4.91,77.1,1,5.7,5.4,1.43,1.74,1.74,True,True,False,True,False,False,False,False,True,False,False,False,False,False,0
26.5,29803.0,4.72,71.9,5,35.4,6.1,1.86,1.73,1.8,True,True,True,False,True,False,False,False,True,False,False,False,True,False,1
20.5,40596.0,3.47,87.2,4,15.1,5.9,2.77,3.02,3.02,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0
17.9,35795.0,4.46,78.6,1,37.6,5.5,3.82,4.0,3.89,True,True,False,False,False,False,True,False,False,False,False,True,False,False,0
21.9,40356.0,4.98,86.2,2,31.4,4.7,2.91,3.49,3.42,True,True,False,True,True,False,False,True,False,False,False,False,False,False,0
23.9,25000.0,3.73,74.2,4,16.6,6.3,1.05,1.08,1.09,True,True,False,True,False,True,False,True,False,False,False,False,True,False,0
21.2,76813.0,4.74,98.3,3,15.7,6.2,4.0,4.0,4.0,True,True,True,False,False,True,False,False,True,False,False,False,False,False,0
19.0,25000.0,2.28,81.0,2,29.1,6.1,2.36,2.56,2.59,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0
23.1,27685.0,2.46,78.2,3,59.8,5.5,2.22,2.5,2.5,False,True,True,False,False,False,False,False,False,False,True,False,False,False,1
22.5,25000.0,4.11,89.9,0,49.5,4.3,4.0,4.0,4.0,True,True,True,False,False,False,False,False,False,False,True,False,True,False,0
18.7,26468.0,3.59,81.3,1,34.3,5.6,2.2,2.15,2.16,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
21.8,40919.0,5.43,100.0,4,36.2,5.0,3.1,2.84,2.81,True,False,True,True,False,False,True,False,False,False,True,False,False,False,0
23.2,46981.0,3.76,91.3,4,37.2,1.8,3.45,3.31,3.28,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0
23.6,75899.0,5.49,78.2,2,23.6,7.3,1.58,1.93,1.92,False,True,False,False,False,False,True,False,False,False,True,False,True,False,0
20.9,40625.0,3.97,82.6,1,21.7,6.0,3.08,3.39,3.39,True,True,False,True,False,False,False,False,False,False,False,False,True,False,0
20.2,35107.0,4.46,82.5,3,40.2,5.5,1.87,1.48,1.45,True,True,False,True,False,True,False,False,False,True,False,False,False,False,0
23.7,25000.0,3.45,73.6,2,22.8,6.4,2.59,2.43,2.45,True,False,False,False,False,False,True,True,False,False,False,False,False,False,0
18.3,29740.5,4.0,92.3,2,47.3,5.5,1.08,1.26,1.3,False,True,False,True,False,False,True,False,False,False,True,True,False,False,0
22.0,53218.0,3.05,78.6,0,13.8,7.9,2.07,1.88,1.95,False,True,False,False,True,False,False,False,False,True,False,False,False,True,0
18.0,52609.0,2.62,80.0,0,19.2,7.7,0.15,0.22,0.2,False,True,False,True,False,False,True,False,False,True,False,False,False,False,0
23.3,25000.0,5.21,83.7,4,47.0,3.4,3.75,3.78,3.74,True,True,False,False,True,False,False,False,False,True,False,False,False,False,0
20.4,45883.0,5.4,74.7,2,26.6,4.4,2.07,2.05,2.02,True,True,True,False,False,True,False,False,False,True,False,True,False,False,0
23.8,43925.0,5.21,83.7,0,28.5,6.7,2.11,2.03,1.98,True,False,True,False,False,True,False,False,True,False,False,False,False,False,0
22.1,25000.0,5.44,78.0,3,37.7,5.9,2.59,3.08,3.18,True,True,False,False,False,True,False,True,False,False,False,False,False,False,0
18.3,41121.0,4.28,78.2,1,43.9,5.5,1.13,0.96,0.96,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
24.1,25000.0,3.43,80.7,2,37.3,6.3,2.83,2.61,2.62,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0
24.4,25000.0,3.09,76.1,1,33.4,2.1,2.55,2.26,2.28,False,True,False,False,False,False,True,False,True,False,False,False,False,False,0
22.9,27009.0,1.72,69.5,0,39.6,3.8,0.12,0.07,0.01,False,True,True,False,False,False,True,False,False,True,False,False,False,False,1
19.3,34707.0,4.7,83.4,4,34.9,4.4,3.12,3.32,3.31,False,True,True,False,False,False,True,False,False,False,True,False,True,False,0
20.3,27749.0,4.17,63.7,2,43.0,6.9,1.32,0.94,0.94,True,True,False,False,False,False,False,True,False,False,False,True,False,False,1
21.3,166087.0,4.49,64.0,0,64.3,1.6,4.0,4.0,3.95,False,True,False,False,True,False,False,True,False,False,False,False,True,False,0
19.5,37321.0,4.78,82.4,0,36.1,5.8,3.94,4.0,4.0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0
24.7,32477.0,5.8,80.5,2,19.7,4.8,1.92,1.75,1.71,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0
21.3,29740.5,4.0,69.1,3,42.5,5.5,3.26,3.27,3.28,False,True,False,False,False,False,True,False,False,True,False,False,False,True,0
17.0,25000.0,4.62,87.3,2,28.2,7.0,2.46,2.39,2.39,False,True,False,True,True,False,False,False,True,False,False,False,True,False,0
21.7,51932.0,3.35,66.2,2,34.0,8.6,1.39,2.11,2.11,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1
20.2,36923.0,1.78,77.1,0,34.4,3.4,1.26,1.07,1.02,True,True,False,True,False,False,True,False,False,False,True,False,False,False,1
20.8,35922.0,3.77,78.4,2,23.0,4.0,1.98,2.16,2.14,False,True,True,False,False,False,True,False,False,False,True,False,True,False,0
20.2,25000.0,5.9,84.5,0,25.6,5.6,3.35,3.46,3.46,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0
22.8,25000.0,3.76,83.8,1,5.0,8.0,2.86,2.98,3.02,False,True,True,False,False,True,False,False,False,False,True,False,True,False,0
23.5,25000.0,2.85,78.8,1,28.8,6.3,2.62,2.35,2.29,False,True,False,True,False,False,True,False,False,False,False,False,False,True,0
21.6,35227.0,4.5,82.4,2,36.7,5.7,2.99,2.77,2.76,True,False,False,True,False,False,True,False,False,False,False,True,False,False,0
20.3,25000.0,5.16,79.8,2,30.2,7.7,1.58,1.64,1.58,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1
20.9,35420.0,4.67,74.7,1,24.5,4.8,3.35,2.95,2.95,False,True,True,False,False,False,False,False,True,False,False,False,False,False,0
21.0,25863.0,5.76,82.4,0,34.5,7.6,1.52,1.35,1.35,True,True,False,True,False,False,False,False,False,False,False,False,True,False,1
19.2,38497.0,2.78,64.8,0,18.7,8.6,2.61,2.99,2.98,True,True,True,True,False,True,False,False,False,False,False,False,False,False,0
22.3,25000.0,5.81,84.0,1,17.3,5.2,3.42,3.3,3.35,False,True,True,True,True,False,False,False,False,False,False,False,False,False,0
22.0,33381.0,1.33,93.3,3,36.3,2.7,2.98,2.39,2.37,True,True,False,False,True,False,False,True,False,False,False,True,False,False,0
24.4,25000.0,1.36,79.2,2,37.0,5.8,2.36,2.85,2.89,True,True,False,False,False,False,True,False,True,False,False,False,False,False,0
23.8,25000.0,2.1,98.5,0,36.1,8.5,2.88,2.73,2.66,True,True,True,False,False,False,True,False,True,False,False,False,True,False,1
19.5,26928.0,4.62,86.8,1,26.4,6.4,3.87,4.0,3.98,False,True,True,False,True,False,False,False,False,False,False,False,True,False,0
22.8,74741.0,2.04,93.7,1,43.1,3.0,3.85,4.0,4.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,1
18.9,25000.0,3.17,85.1,1,16.5,7.8,2.77,3.1,3.12,True,True,True,True,False,False,True,False,True,False,False,False,False,False,1
22.5,31941.0,3.45,86.4,3,26.4,6.9,2.02,1.7,1.74,False,True,True,False,False,False,True,False,True,False,False,False,False,False,1
19.9,47980.0,4.97,83.1,4,39.0,7.3,2.13,2.09,2.09,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0
18.7,118186.0,5.66,69.5,4,40.3,7.5,1.42,1.33,1.3,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0
21.6,25000.0,5.17,66.3,2,20.7,4.5,1.21,1.07,1.05,True,True,False,False,True,False,False,True,False,False,False,False,False,False,0
17.0,25000.0,2.14,80.1,1,55.7,7.4,1.26,1.18,1.16,False,True,True,False,False,False,True,False,False,True,False,False,True,False,1
17.1,25000.0,4.23,77.2,1,28.4,4.3,3.45,3.34,3.39,True,True,True,True,False,True,False,False,False,False,True,False,False,False,0
20.6,58942.0,3.52,77.4,2,31.1,3.4,2.13,2.39,2.44,False,True,True,True,False,False,True,False,False,True,False,True,False,False,0
21.2,25000.0,3.79,71.9,0,41.7,4.0,0.0,0.0,0.05,False,False,True,False,True,False,False,False,False,False,True,False,False,False,1
20.2,25000.0,3.91,90.9,4,48.6,6.7,1.81,1.97,1.97,True,True,True,True,False,False,False,True,False,False,False,False,True,False,0
17.5,25000.0,3.4,73.8,1,30.7,4.8,2.05,1.92,1.87,True,True,False,True,False,False,True,True,False,False,False,True,False,False,0
19.2,50533.0,3.06,73.2,1,44.1,8.2,1.83,1.83,1.78,True,True,True,True,False,True,False,False,False,False,False,False,False,False,1
21.9,59573.0,3.42,82.3,3,24.5,7.5,3.97,3.5,3.5,False,True,True,False,True,False,False,False,False,True,False,True,False,False,0
22.3,49388.0,3.1,90.7,1,50.0,6.7,1.66,1.71,1.75,True,True,True,True,True,False,False,True,False,False,False,False,False,False,0
21.0,29740.5,4.0,88.8,2,30.5,5.5,3.7,3.88,3.87,False,True,False,True,False,False,True,False,True,False,False,True,False,False,0
23.5,42800.0,3.92,76.8,1,33.8,3.4,4.0,3.67,3.63,True,True,True,False,False,False,True,True,False,False,False,False,False,False,0
21.9,29740.5,4.0,80.3,1,25.8,5.5,1.11,0.49,0.49,True,True,True,False,False,False,False,False,False,False,False,False,False,False,1
19.4,30786.0,5.42,95.1,1,32.6,6.5,3.02,2.55,2.68,False,True,True,True,True,False,False,True,False,False,False,True,False,False,0
20.4,33626.0,5.8,90.8,2,21.2,3.2,4.0,3.93,3.87,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0
17.9,35815.0,2.36,89.0,1,29.3,4.2,1.59,2.2,2.16,False,True,False,True,False,False,True,False,False,False,True,True,False,False,0
20.8,40978.0,4.34,85.1,2,30.2,5.2,2.62,2.84,2.78,True,True,False,False,False,True,False,False,False,True,False,False,False,True,0
23.4,29590.0,2.39,82.8,1,17.3,5.2,2.07,2.18,2.18,True,True,True,False,False,False,False,False,False,False,True,True,False,False,1
22.5,25000.0,6.39,98.1,1,23.1,5.4,3.81,3.5,3.5,True,True,True,True,False,False,True,False,False,True,False,False,False,False,1
24.1,40990.0,4.77,91.0,0,5.0,4.4,3.24,3.39,3.5,True,True,False,False,False,False,True,False,False,True,False,False,False,False,0
20.3,31526.0,3.39,83.0,0,15.1,8.2,0.0,0.0,0.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,1
24.0,25000.0,3.59,87.8,2,29.8,3.3,2.51,2.74,2.75,False,True,False,False,False,True,False,False,True,False,False,False,True,False,1
20.6,25000.0,5.09,80.0,1,41.5,3.3,1.6,1.22,1.25,True,True,False,False,False,True,False,False,False,True,False,True,False,False,0
24.2,74908.0,3.52,69.2,3,25.7,3.8,2.39,2.26,2.15,True,True,False,True,False,True,False,False,False,False,True,False,False,False,0
21.0,62242.0,2.24,73.8,3,29.6,4.4,4.0,3.81,3.79,True,True,False,False,False,True,False,False,False,False,True,False,False,False,0
22.6,45414.0,4.58,78.3,1,43.9,4.2,3.8,4.0,4.0,False,True,True,False,False,False,True,True,False,False,False,False,False,False,0
24.2,25000.0,5.6,77.8,4,40.0,8.5,1.11,0.98,1.01,False,True,False,False,True,False,False,True,False,False,False,False,True,False,0
20.6,25000.0,3.9,76.2,4,39.8,4.3,3.31,2.72,2.72,True,True,False,False,False,False,False,False,False,False,True,False,False,False,0
21.5,47043.0,4.98,76.6,0,31.4,5.3,1.63,1.04,1.04,False,True,False,True,False,False,False,False,True,False,False,False,False,False,0
23.8,37050.0,3.23,92.4,0,24.1,3.2,3.75,3.77,3.81,True,True,True,False,False,True,False,False,False,False,False,False,False,False,0
20.7,25000.0,4.16,96.7,3,34.7,4.7,4.0,3.94,3.94,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0
18.1,58389.0,4.13,92.5,1,45.4,6.6,2.02,2.09,2.13,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0
25.7,49454.0,3.54,64.7,2,51.7,6.7,1.81,1.77,1.78,False,True,False,True,True,False,False,False,False,False,True,False,True,False,0
20.0,33046.0,2.77,90.6,0,58.9,7.3,2.49,2.39,2.44,True,True,False,False,False,True,False,False,False,True,False,True,False,False,0
21.3,30365.0,3.05,87.9,4,48.4,3.7,2.84,2.66,2.67,False,True,False,True,False,False,True,True,False,False,False,False,True,False,0
23.5,30656.0,3.11,81.7,5,30.5,4.3,2.01,2.5,2.48,False,True,False,False,False,True,False,False,False,True,False,True,False,False,0
19.7,44711.0,3.4,78.0,2,15.6,7.0,1.85,2.11,2.11,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
18.8,25000.0,3.82,79.6,1,37.2,5.5,3.28,2.96,2.98,False,True,False,True,False,False,True,False,False,False,False,True,False,False,0
21.6,38391.0,4.19,89.9,0,43.2,5.4,3.04,3.21,3.16,False,True,False,False,True,False,False,False,False,True,False,True,False,False,0
17.1,25000.0,4.19,85.1,2,5.0,6.6,4.0,4.0,4.0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,0
20.4,66299.0,3.87,91.8,2,12.3,7.3,1.81,1.55,1.52,False,True,True,False,False,True,False,False,False,True,False,False,False,False,1
21.5,40916.0,4.02,88.5,1,24.5,4.2,3.47,3.4,3.49,False,True,False,False,True,False,False,False,False,True,False,False,True,False,0
20.4,25000.0,2.89,93.5,4,20.8,5.3,1.87,1.8,1.85,False,False,True,False,True,False,False,False,True,False,False,False,True,False,1
17.6,31206.0,4.25,87.1,3,10.7,5.3,3.11,2.46,2.47,True,True,False,True,True,False,False,False,False,False,False,False,False,False,0
24.5,25000.0,1.96,72.9,0,34.6,3.8,4.0,4.0,4.0,True,True,False,False,False,True,False,False,True,False,False,True,False,False,0
21.2,73311.0,2.69,69.2,1,44.9,6.0,2.46,2.31,2.27,True,True,False,False,False,False,True,False,False,True,False,False,False,False,0
24.1,78726.0,2.65,87.2,1,27.7,4.5,2.33,2.14,2.21,True,True,True,False,False,False,True,False,False,True,False,False,False,False,0
20.4,45149.0,3.26,86.8,1,10.1,5.5,3.24,3.46,3.47,True,True,True,False,True,False,False,False,False,False,True,False,False,False,0
19.1,75659.0,4.38,77.1,1,32.5,6.7,2.59,2.76,2.79,False,True,True,True,True,False,False,True,False,False,False,False,True,False,0
21.6,32568.0,4.23,84.0,3,16.7,6.0,2.0,1.92,1.85,True,True,False,True,False,False,True,True,False,False,False,False,False,False,0
20.5,29740.5,4.0,63.400000000000006,2,17.9,5.5,3.59,3.53,3.53,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0
18.4,61997.0,5.05,78.1,1,41.5,5.9,0.74,1.02,0.99,True,True,False,False,True,False,False,False,False,False,True,False,False,False,1
24.2,29630.0,4.23,70.5,2,44.4,5.7,2.84,2.98,2.98,True,True,True,True,False,False,False,False,False,True,False,False,True,False,0
