Student_ID,Age,Gender,Family_Income,Internet_Access,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,GPA,Semester_GPA,CGPA,Semester,Department,Parental_Education,Dropout,Data_Ingresso
2377,20.2,Female,25715.0,Yes,3.46,91.5,1.0,38.9,Yes,Yes,9.0,2.69,2.43,2.43,Year 1,Engenharia,High School,0,2029-07-04
2378,18.1,Female,25000.0,Yes,4.48,86.6,1.0,40.0,No,No,5.3,3.73,3.59,3.54,Year 2,Engenharia,,0,2029-07-05
2379,20.1,Male,83535.0,Yes,6.03,69.9,1.0,19.0,No,No,4.1,4.0,4.0,3.98,Year 4,Design,Bachelor,0,2029-07-06
2380,21.6,Male,25225.0,Yes,3.17,80.7,6.0,39.3,No,No,3.4,2.59,2.29,2.31,Year 3,Engenharia,Master,0,2029-07-07
2381,18.9,Male,32979.0,No,2.68,81.6,1.0,33.6,Yes,Yes,3.7,2.67,2.43,2.48,Year 4,Design,Bachelor,0,2029-07-08
2382,18.9,Male,62738.0,Yes,5.03,84.3,4.0,35.9,Yes,No,6.7,1.21,1.63,1.66,Year 4,Sistemas de Informação,Master,1,2029-07-09
2383,21.8,Female,25000.0,Yes,4.28,86.4,2.0,25.1,No,Yes,10.0,0.71,0.62,0.79,Year 2,Sistemas de Informação,Bachelor,1,2029-07-10
2384,20.9,Female,25000.0,Yes,4.1,76.0,1.0,19.7,Yes,Yes,8.2,3.05,2.32,2.31,Year 3,Administração,High School,0,2029-07-11
2385,21.1,Male,25000.0,Yes,2.07,90.5,1.0,17.6,No,No,5.2,1.54,1.44,1.41,Year 3,Design,High School,0,2029-07-12
2386,19.3,Female,25000.0,Yes,5.41,86.2,1.0,5.0,Yes,No,6.9,1.24,0.78,0.82,Year 4,Administração,Bachelor,1,2029-07-13
2387,20.5,Male,26793.0,Yes,1.26,86.1,4.0,21.5,No,No,4.5,1.15,0.66,0.63,Year 4,Administração,Bachelor,1,2029-07-14
2388,19.0,Female,70847.0,Yes,4.25,80.2,1.0,59.3,Yes,Yes,4.6,1.4,1.89,1.94,Year 3,Ciências,Bachelor,0,2029-07-15
2389,23.0,Male,44537.0,Yes,5.59,85.1,1.0,39.9,No,No,3.6,2.71,2.5,2.49,Year 2,Design,High School,0,2029-07-16
2390,23.3,Female,52829.0,Yes,4.15,64.9,1.0,33.8,Yes,No,3.8,3.41,3.33,3.4,Year 3,Engenharia,Bachelor,1,2029-07-17
2391,17.0,Male,30585.0,Yes,3.68,85.2,2.0,41.5,Yes,Yes,6.5,1.74,2.37,2.34,Year 4,Sistemas de Informação,High School,0,2029-07-18
2392,19.0,Male,25000.0,Yes,2.65,95.3,2.0,26.9,No,No,8.2,3.36,2.99,3.03,Year 2,Engenharia,Bachelor,0,2029-07-19
2393,17.7,Male,25000.0,Yes,3.26,88.2,0.0,25.3,No,Yes,7.4,1.62,1.58,1.52,Year 3,Engenharia,Master,0,2029-07-20
2394,19.6,Male,25000.0,Yes,6.85,87.3,2.0,26.5,No,No,8.1,1.17,0.92,0.98,Year 2,Design,High School,0,2029-07-21
2395,20.8,Male,36896.0,Yes,3.29,88.2,0.0,21.2,Yes,No,6.9,3.87,4.0,4.0,Year 1,Design,High School,0,2029-07-22
2396,17.8,Male,30305.0,No,4.59,91.7,1.0,22.2,Yes,Yes,5.4,2.72,3.32,3.25,Year 2,Administração,Master,0,2029-07-23
2397,19.0,Male,26210.0,Yes,2.92,80.4,2.0,29.8,No,Yes,4.6,2.85,2.84,2.88,Year 3,Ciências,High School,0,2029-07-24
2398,18.8,Female,25000.0,Yes,3.61,89.9,1.0,30.8,No,No,6.5,2.77,2.33,2.28,Year 3,Engenharia,High School,0,2029-07-25
2399,21.5,Male,99412.0,Yes,1.88,85.7,2.0,45.9,Yes,No,2.5,2.88,3.09,3.09,Year 1,Engenharia,Bachelor,0,2029-07-26
2400,21.2,Female,25000.0,Yes,3.94,82.5,0.0,42.3,Yes,Yes,4.4,1.37,1.65,1.65,Year 1,Administração,Bachelor,0,2029-07-27
2401,19.4,Male,51880.0,Yes,3.53,92.8,4.0,12.2,Yes,No,4.1,3.58,3.46,3.38,Year 4,Sistemas de Informação,Bachelor,0,2029-07-28
2402,21.4,Female,29767.0,Yes,5.75,76.5,2.0,26.5,Yes,Yes,7.7,3.36,3.09,3.09,Year 2,Administração,Bachelor,0,2029-07-29
2403,19.8,Female,28665.0,No,2.9,76.8,1.0,16.7,Yes,Yes,3.0,3.02,2.84,2.83,Year 4,Design,Bachelor,1,2029-07-30
2404,20.4,Male,60233.0,Yes,3.44,63.1,1.0,5.0,No,Yes,7.2,0.41,0.63,0.61,Year 3,Design,High School,1,2029-07-31
2405,24.7,Female,71505.0,Yes,5.18,74.6,0.0,31.0,No,Yes,6.2,0.8,0.99,0.94,Year 2,Sistemas de Informação,Master,0,2029-08-01
2406,23.9,Male,25752.0,Yes,3.96,78.5,1.0,36.9,Yes,No,6.2,2.98,3.19,3.1,Year 3,Ciências,Bachelor,0,2029-08-02
2407,18.1,Female,48027.0,Yes,3.79,81.6,1.0,30.9,No,No,4.7,4.0,4.0,4.0,Year 1,Administração,High School,0,2029-08-03
2408,22.8,Female,36987.0,No,3.77,85.6,0.0,35.2,No,Yes,2.9,4.0,4.0,4.0,Year 1,Ciências,High School,0,2029-08-04
2409,22.8,Male,29866.0,Yes,2.71,89.0,1.0,26.0,No,Yes,6.4,2.33,2.14,2.16,Year 4,Administração,High School,0,2029-08-05
2410,18.5,Male,33609.0,Yes,3.44,71.4,1.0,17.7,No,No,7.1,1.12,1.08,0.95,Year 3,Administração,High School,0,2029-08-06
2411,22.8,Male,25000.0,Yes,4.1,82.9,3.0,25.6,No,No,6.4,1.35,1.24,1.19,Year 3,Administração,Bachelor,1,2029-08-07
2412,24.4,Male,25000.0,Yes,2.49,74.1,2.0,46.4,No,Yes,5.2,1.17,1.48,1.44,Year 2,Design,High School,0,2029-08-08
2413,18.5,Female,25000.0,Yes,2.62,71.4,1.0,34.5,No,Yes,3.5,3.62,3.71,3.73,Year 3,Ciências,High School,0,2029-08-09
2414,19.0,Male,51064.0,Yes,5.58,84.6,0.0,11.8,Yes,No,4.4,3.3,3.63,3.69,Year 3,Design,Master,0,2029-08-10
2415,23.2,Male,28082.0,Yes,4.65,82.8,3.0,31.6,Yes,Yes,6.3,3.89,3.79,3.81,Year 4,Engenharia,Bachelor,0,2029-08-11
2416,21.6,Male,25000.0,Yes,4.39,85.9,0.0,45.3,No,No,4.1,2.22,2.44,2.44,Year 1,Ciências,Bachelor,0,2029-08-12
2417,22.2,Male,25000.0,Yes,3.29,86.6,2.0,39.1,No,No,3.8,2.81,2.43,2.43,Year 3,Engenharia,Master,0,2029-08-13
2418,21.7,Male,25000.0,No,4.29,78.1,4.0,45.4,Yes,No,2.9,3.33,3.2,3.09,Year 4,Engenharia,Bachelor,0,2029-08-14
2419,21.9,Female,25000.0,Yes,0.88,90.8,1.0,12.1,No,No,6.5,1.82,1.94,2.0,Year 4,Administração,Bachelor,0,2029-08-15
2420,18.1,Male,30412.0,Yes,2.43,74.7,2.0,31.5,Yes,No,6.4,2.03,2.03,2.06,Year 2,Engenharia,Bachelor,0,2029-08-16
2421,23.3,Female,27401.0,Yes,4.81,73.6,3.0,25.8,Yes,No,7.6,1.31,1.81,1.74,Year 3,Sistemas de Informação,High School,1,2029-08-17
2422,23.6,Male,97547.0,Yes,3.12,85.2,1.0,37.1,No,No,1.6,3.56,3.18,3.13,Year 2,Ciências,Master,0,2029-08-18
2423,20.5,Male,41980.0,Yes,3.73,83.7,2.0,19.8,No,No,7.6,2.68,2.85,2.9,Year 3,Design,Bachelor,0,2029-08-19
2424,20.9,Female,40875.0,No,4.47,75.5,1.0,19.6,No,Yes,7.5,1.03,0.82,0.73,Year 2,Design,Bachelor,0,2029-08-20
2425,17.6,Male,25000.0,Yes,3.02,75.3,2.0,30.0,Yes,No,7.7,2.56,2.2,2.23,Year 3,Design,Master,0,2029-08-21
2426,22.1,Male,25000.0,Yes,3.19,85.0,3.0,18.9,No,No,5.7,4.0,4.0,4.0,Year 4,Design,Bachelor,0,2029-08-22
2427,22.3,Female,25000.0,No,3.53,84.0,1.0,33.1,No,Yes,5.9,2.38,2.53,2.46,Year 3,Administração,Master,0,2029-08-23
2428,20.9,Male,25000.0,Yes,4.2,73.7,0.0,5.5,Yes,No,5.9,2.73,2.36,2.36,Year 1,Engenharia,Bachelor,1,2029-08-24
2429,23.5,Male,25000.0,Yes,1.88,76.9,0.0,44.1,Yes,No,3.9,1.92,2.36,2.36,Year 2,Engenharia,High School,0,2029-08-25
2430,20.3,Female,25000.0,Yes,4.39,74.7,1.0,5.0,Yes,No,3.9,2.52,2.86,2.92,Year 3,Engenharia,High School,0,2029-08-26
2431,22.2,Female,25000.0,Yes,3.97,65.0,2.0,40.9,No,No,5.9,1.0,1.64,1.65,Year 3,Design,Master,1,2029-08-27
2432,18.8,Male,50234.0,Yes,4.14,92.9,2.0,23.0,No,Yes,5.1,3.68,3.99,4.0,Year 4,Administração,Bachelor,0,2029-08-28
2433,20.9,Male,27289.0,Yes,3.04,83.9,2.0,12.6,No,No,6.8,1.66,1.38,1.33,Year 3,Engenharia,Master,0,2029-08-29
2434,20.6,Male,25000.0,Yes,3.93,91.3,0.0,32.0,No,No,4.9,1.28,1.11,1.11,Year 1,Engenharia,Bachelor,0,2029-08-30
2435,21.5,Male,29636.0,Yes,5.24,79.6,1.0,40.6,No,No,2.9,3.83,3.85,3.76,Year 3,Design,Bachelor,0,2029-08-31
2436,20.2,Female,59900.0,Yes,4.89,74.2,1.0,43.9,No,No,2.9,3.22,3.16,3.16,Year 1,Ciências,Bachelor,0,2029-09-01
2437,20.7,Female,29808.0,Yes,5.6,75.0,2.0,43.5,Yes,No,4.1,1.59,1.69,1.67,Year 4,Sistemas de Informação,Bachelor,0,2029-09-02
2438,22.8,Female,41119.0,Yes,2.83,75.0,1.0,19.7,Yes,Yes,6.8,0.0,0.0,0.0,Year 1,Engenharia,Bachelor,1,2029-09-03
2439,20.0,Male,25000.0,Yes,4.89,77.9,0.0,32.5,Yes,Yes,4.6,3.36,3.65,3.65,Year 3,Design,,0,2029-09-04
2440,17.5,Male,25000.0,No,3.19,69.6,1.0,8.7,No,No,6.0,1.52,1.54,1.54,Year 2,Engenharia,Bachelor,1,2029-09-05
2441,24.8,Female,36768.0,Yes,1.05,78.9,3.0,31.0,Yes,No,2.5,0.75,0.29,0.25,Year 2,Engenharia,Bachelor,0,2029-09-06
2442,24.0,Male,92558.0,Yes,5.21,77.4,2.0,34.1,Yes,No,5.8,2.3,2.13,2.17,Year 4,Ciências,Bachelor,0,2029-09-07
2443,18.2,Female,70113.0,Yes,5.0,89.0,0.0,25.5,Yes,Yes,5.6,4.0,3.87,3.87,Year 1,Design,Bachelor,0,2029-09-08
2444,22.5,Female,42180.0,Yes,5.93,86.3,0.0,8.0,No,No,7.6,2.45,2.42,2.42,Year 1,Engenharia,Bachelor,0,2029-09-09
2445,19.9,Female,32561.0,Yes,2.1,78.9,1.0,22.9,No,No,5.8,1.25,1.32,1.34,Year 4,Design,Bachelor,0,2029-09-10
2446,21.6,Male,68916.0,Yes,4.21,85.8,2.0,52.9,No,No,6.9,3.27,3.1,2.99,Year 3,Sistemas de Informação,Bachelor,0,2029-09-11
2447,21.6,Male,47897.0,No,3.71,73.2,2.0,34.7,No,No,9.0,0.05,0.0,0.0,Year 1,Design,Master,1,2029-09-12
2448,20.5,Female,25000.0,Yes,5.49,71.9,2.0,24.2,No,Yes,5.6,4.0,3.78,3.74,Year 3,Sistemas de Informação,High School,0,2029-09-13
2449,19.3,Female,25000.0,Yes,2.19,81.2,2.0,28.1,No,Yes,8.3,0.09,0.0,0.0,Year 1,Design,High School,1,2029-09-14
2450,19.5,Female,36420.0,Yes,3.67,82.8,3.0,34.6,Yes,Yes,5.7,1.18,0.8,0.8,Year 1,Design,Bachelor,1,2029-09-15
2451,19.0,Male,25000.0,Yes,4.12,80.9,1.0,11.4,Yes,No,4.5,0.85,0.68,0.68,Year 1,Engenharia,Bachelor,0,2029-09-16
2452,19.2,Female,25000.0,Yes,4.96,92.8,2.0,12.0,Yes,Yes,5.3,3.44,3.58,3.59,Year 2,Engenharia,Bachelor,0,2029-09-17
2453,20.9,Female,25000.0,Yes,4.54,87.5,1.0,21.2,No,No,4.6,0.53,0.54,0.54,Year 1,Sistemas de Informação,High School,1,2029-09-18
2454,19.4,Male,25497.0,Yes,3.96,90.3,1.0,23.9,Yes,Yes,4.7,1.13,0.5,0.54,Year 2,Administração,Bachelor,0,2029-09-19
2455,22.5,Female,25023.0,Yes,3.6,77.6,3.0,51.5,No,No,4.5,1.88,2.15,2.16,Year 3,Ciências,High School,1,2029-09-20
2456,24.3,Female,25000.0,Yes,3.88,84.7,2.0,30.8,Yes,No,5.0,1.99,2.11,2.11,Year 1,Design,Master,0,2029-09-21
2457,19.7,Male,48785.0,Yes,4.98,73.7,2.0,23.8,Yes,No,6.8,1.95,1.58,1.58,Year 1,Ciências,High School,0,2029-09-22
2458,21.5,Male,25358.0,Yes,2.93,76.1,1.0,30.7,No,Yes,2.4,2.54,2.74,2.81,Year 2,Sistemas de Informação,High School,0,2029-09-23
2459,22.1,Female,,Yes,,84.6,1.0,5.7,Yes,Yes,,1.04,0.84,0.84,Year 1,Ciências,Master,0,2029-09-24
2460,22.0,Male,25000.0,Yes,3.7,74.9,2.0,19.2,No,No,5.7,2.82,2.55,2.49,Year 3,Design,Bachelor,0,2029-09-25
2461,21.2,Female,54974.0,Yes,1.29,75.7,1.0,21.0,Yes,Yes,8.0,1.23,1.46,1.51,Year 4,Administração,Bachelor,1,2029-09-26
2462,22.6,Male,25000.0,No,1.46,85.4,1.0,17.8,Yes,No,4.8,0.28,0.33,0.33,Year 3,Ciências,High School,0,2029-09-27
2463,22.1,Male,25000.0,Yes,2.06,75.9,1.0,44.8,No,No,7.5,0.21,0.52,0.51,Year 2,Sistemas de Informação,PhD,1,2029-09-28
2464,18.3,Female,33788.0,Yes,3.72,89.7,1.0,37.9,No,No,4.0,3.09,2.98,3.0,Year 4,Design,Bachelor,0,2029-09-29
2465,22.9,Female,25000.0,Yes,4.65,80.3,1.0,15.5,Yes,No,4.7,3.66,3.72,3.79,Year 4,Sistemas de Informação,PhD,0,2029-09-30
2466,23.0,Male,25000.0,Yes,3.2,80.6,0.0,14.8,No,No,6.2,2.89,3.01,2.9,Year 3,Design,High School,1,2029-10-01
2467,19.3,Female,34720.0,Yes,1.89,84.0,1.0,14.9,No,No,6.6,0.57,0.81,0.83,Year 2,Administração,High School,0,2029-10-02
2468,21.1,Male,25000.0,Yes,5.23,80.9,2.0,27.8,Yes,No,5.0,2.65,2.89,2.85,Year 2,Ciências,High School,0,2029-10-03
2469,22.5,Male,119010.0,Yes,4.36,84.2,2.0,32.4,Yes,No,5.9,2.01,1.89,1.89,Year 1,Design,Master,0,2029-10-04
2470,20.5,Male,28427.0,No,3.71,74.7,2.0,35.0,No,No,5.2,1.42,1.57,1.57,Year 1,Engenharia,,1,2029-10-05
2471,23.4,Male,43075.0,Yes,4.32,60.2,2.0,17.8,No,Yes,6.9,2.36,2.61,2.61,Year 3,Administração,High School,1,2029-10-06
2472,26.2,Female,25000.0,Yes,2.63,70.7,2.0,27.9,Yes,Yes,5.2,1.09,1.22,1.24,Year 4,Ciências,High School,0,2029-10-07
2473,19.3,Female,25000.0,Yes,5.34,78.4,1.0,29.3,Yes,Yes,5.1,3.24,3.12,3.17,Year 2,Engenharia,Bachelor,0,2029-10-08
2474,18.0,Female,25000.0,Yes,4.41,85.9,3.0,44.4,Yes,Yes,7.3,2.25,3.04,3.01,Year 2,Ciências,Bachelor,0,2029-10-09
2475,21.7,Female,25000.0,No,3.81,99.3,1.0,39.3,Yes,No,5.9,2.56,2.82,2.88,Year 3,Administração,Master,0,2029-10-10
2476,22.6,Male,38152.0,Yes,3.56,77.3,3.0,12.8,Yes,Yes,6.7,2.9,2.86,2.91,Year 4,Sistemas de Informação,Bachelor,0,2029-10-11
2477,20.5,Female,55345.0,Yes,4.09,76.8,2.0,7.4,No,Yes,10.0,0.0,0.36,0.36,Year 1,Design,Bachelor,1,2029-10-12
2478,24.2,Female,36562.0,Yes,4.63,84.7,5.0,28.7,No,Yes,1.9,3.2,3.05,3.01,Year 2,Engenharia,High School,0,2029-10-13
2479,18.1,Female,25952.0,No,1.73,83.8,2.0,22.4,No,No,3.7,1.96,1.84,1.84,Year 1,Design,High School,0,2029-10-14
2480,22.5,Female,25000.0,Yes,2.98,84.0,3.0,18.5,Yes,No,3.8,1.72,1.89,1.89,Year 1,Sistemas de Informação,Bachelor,0,2029-10-15
2481,19.7,Female,57998.0,Yes,3.57,80.0,1.0,20.9,Yes,No,4.0,1.14,0.96,0.96,Year 1,Sistemas de Informação,High School,1,2029-10-16
2482,24.8,Male,103028.0,Yes,3.52,66.2,2.0,37.0,Yes,No,8.1,1.32,1.39,1.36,Year 3,Ciências,High School,1,2029-10-17
2483,25.4,Female,32242.0,Yes,3.07,83.6,1.0,12.0,No,No,1.0,4.0,3.4,3.4,Year 1,Design,Bachelor,0,2029-10-18
2484,19.3,Female,52241.0,Yes,5.01,81.6,4.0,52.2,Yes,No,6.4,3.11,3.16,3.15,Year 4,Sistemas de Informação,Master,0,2029-10-19
2485,19.8,Female,36535.0,Yes,3.1,69.3,3.0,21.4,Yes,Yes,2.7,2.72,2.69,2.69,Year 1,Sistemas de Informação,Bachelor,1,2029-10-20
2486,22.9,Male,46784.0,Yes,2.61,86.7,4.0,37.6,Yes,No,5.5,0.82,0.77,0.75,Year 4,Ciências,High School,0,2029-10-21
2487,20.1,Male,25000.0,No,3.39,87.8,3.0,22.0,No,No,6.0,1.53,1.48,1.48,Year 1,Ciências,Master,1,2029-10-22
2488,20.9,Female,25000.0,Yes,5.96,86.5,2.0,11.8,No,No,7.1,2.33,2.04,2.06,Year 4,Ciências,High School,1,2029-10-23
2489,21.1,Male,37695.0,Yes,4.02,78.7,2.0,28.2,Yes,No,5.0,2.88,3.29,3.29,Year 1,Engenharia,High School,0,2029-10-24
2490,17.0,Female,61543.0,Yes,3.37,83.8,2.0,15.0,No,No,5.2,2.52,2.76,2.76,Year 4,Sistemas de Informação,High School,0,2029-10-25
2491,21.0,Male,25000.0,No,3.57,74.8,2.0,31.8,No,No,1.8,2.18,2.07,2.09,Year 3,Ciências,Bachelor,0,2029-10-26
2492,19.5,Male,25000.0,Yes,1.72,70.9,2.0,29.7,Yes,No,9.6,0.0,0.0,0.0,Year 3,Engenharia,Bachelor,1,2029-10-27
2493,19.9,Male,25000.0,Yes,3.76,81.2,4.0,21.7,Yes,No,6.1,3.43,3.4,3.46,Year 2,Ciências,Bachelor,0,2029-10-28
2494,24.2,Female,54507.0,No,4.31,70.0,3.0,31.8,No,No,6.3,3.16,3.44,3.4,Year 4,Engenharia,High School,0,2029-10-29
2495,18.2,Male,25000.0,No,4.57,80.9,1.0,42.5,Yes,Yes,7.4,3.32,3.43,3.43,Year 1,Design,Bachelor,0,2029-10-30
2496,22.8,Male,25000.0,Yes,3.79,81.6,3.0,28.7,No,No,5.4,3.06,2.78,2.78,Year 1,Sistemas de Informação,Bachelor,0,2029-10-31
2497,20.4,Male,32648.0,No,3.03,75.5,2.0,21.3,Yes,No,6.3,1.9,1.75,1.75,Year 1,Ciências,Bachelor,0,2029-11-01
2498,20.4,Male,27734.0,Yes,5.18,97.5,2.0,34.8,No,Yes,6.8,3.05,2.9,2.89,Year 2,Administração,,0,2029-11-02
2499,22.7,Male,,Yes,,77.2,2.0,35.3,Yes,No,,3.05,2.69,2.78,Year 4,Administração,High School,0,2029-11-03
2500,21.7,Male,25000.0,Yes,2.72,83.7,0.0,26.6,No,No,6.5,0.0,0.39,0.34,Year 2,Engenharia,Master,0,2029-11-04
2501,22.3,Female,25000.0,Yes,3.0,80.5,4.0,46.5,No,No,9.2,2.81,2.79,2.67,Year 4,Sistemas de Informação,Bachelor,0,2029-11-05
2502,23.1,Female,60907.0,Yes,3.56,89.5,3.0,26.4,No,No,8.6,2.56,2.4,2.4,Year 1,Ciências,Bachelor,0,2029-11-06
2503,20.3,Male,25000.0,Yes,3.62,79.3,1.0,47.9,Yes,Yes,8.3,2.56,2.09,2.12,Year 4,Ciências,Bachelor,0,2029-11-07
2504,19.7,Male,72124.0,Yes,3.3,71.9,2.0,22.1,Yes,No,8.9,0.0,0.35,0.32,Year 2,Design,Master,1,2029-11-08
2505,18.6,Female,25000.0,Yes,4.41,85.3,1.0,40.2,No,No,3.2,3.33,3.64,3.66,Year 3,Design,Bachelor,0,2029-11-09
2506,19.2,Male,49495.0,Yes,3.89,70.0,1.0,27.4,No,No,4.6,1.76,1.89,1.91,Year 3,Ciências,Master,1,2029-11-10
2507,27.5,Female,25000.0,Yes,5.15,75.2,1.0,33.2,Yes,No,3.9,1.48,1.39,1.4,Year 4,Ciências,High School,1,2029-11-11
2508,23.7,Female,25000.0,No,4.1,77.9,0.0,5.7,No,Yes,10.0,0.54,0.47,0.47,Year 1,Ciências,Bachelor,1,2029-11-12
2509,18.0,Male,25000.0,Yes,3.54,78.2,1.0,56.0,No,Yes,5.9,0.53,0.44,0.5,Year 3,Administração,Master,1,2029-11-13
2510,18.1,Male,41231.0,Yes,3.34,79.2,3.0,33.8,Yes,Yes,3.0,1.08,1.68,1.69,Year 3,Administração,Bachelor,0,2029-11-14
2511,22.1,Female,29611.0,Yes,3.48,78.6,5.0,42.2,No,Yes,3.5,2.36,2.58,2.53,Year 3,Design,Master,0,2029-11-15
2512,22.2,Male,58167.0,No,2.6,83.0,0.0,13.5,No,No,5.7,1.6,1.2,1.2,Year 3,Design,High School,1,2029-11-16
2513,22.2,Male,70364.0,Yes,3.69,76.6,1.0,32.1,No,No,3.0,3.03,2.51,2.52,Year 4,Sistemas de Informação,Bachelor,0,2029-11-17
2514,20.4,Male,25000.0,No,4.62,85.5,3.0,27.8,Yes,No,8.9,1.37,1.48,1.45,Year 4,Design,Master,1,2029-11-18
2515,20.7,Female,25000.0,Yes,5.01,75.3,0.0,17.3,No,No,6.9,2.04,1.71,1.76,Year 2,Engenharia,High School,0,2029-11-19
2516,21.7,Female,25000.0,Yes,4.23,71.8,2.0,45.4,No,Yes,6.1,1.76,1.67,1.67,Year 1,Engenharia,Bachelor,0,2029-11-20
2517,21.2,Male,25000.0,Yes,8.4,72.9,1.0,31.8,No,No,3.6,3.58,3.51,3.48,Year 2,Design,Master,0,2029-11-21
2518,17.0,Female,57672.0,Yes,4.42,78.7,3.0,29.4,Yes,Yes,3.1,3.66,3.27,3.3,Year 2,Engenharia,Master,0,2029-11-22
2519,20.5,Male,41615.0,Yes,1.75,89.8,4.0,37.5,No,No,6.1,1.68,1.7,1.68,Year 3,Ciências,High School,0,2029-11-23
2520,19.1,Female,25000.0,Yes,4.54,81.8,0.0,19.7,No,No,5.7,2.37,2.25,2.25,Year 4,Engenharia,Master,0,2029-11-24
2521,21.4,Male,29535.0,Yes,5.47,78.3,1.0,31.9,No,Yes,3.2,2.91,2.82,2.82,Year 1,Engenharia,Master,0,2029-11-25
2522,27.6,Female,69050.0,Yes,3.65,81.7,3.0,31.1,Yes,No,5.4,2.82,2.91,2.95,Year 3,Engenharia,PhD,0,2029-11-26
2523,21.8,Female,,Yes,,72.3,1.0,31.6,No,No,,1.34,1.26,1.28,Year 2,Design,High School,0,2029-11-27
2524,20.3,Male,34739.0,Yes,1.65,68.3,3.0,42.3,No,No,6.8,2.6,2.8,2.79,Year 4,Administração,Bachelor,1,2029-11-28
2525,23.0,Male,25000.0,Yes,3.87,74.1,0.0,24.9,No,No,9.3,1.1,1.22,1.24,Year 3,Sistemas de Informação,High School,1,2029-11-29
2526,22.1,Male,35539.0,Yes,2.68,73.6,4.0,23.6,Yes,Yes,1.8,2.58,2.57,2.6,Year 2,Ciências,High School,0,2029-11-30
2527,21.9,Male,52096.0,Yes,3.73,100.0,1.0,22.6,No,No,6.9,3.3,4.0,4.0,Year 1,Engenharia,Master,0,2029-12-01
2528,22.3,Male,34023.0,Yes,3.51,97.4,1.0,22.1,Yes,No,4.2,3.41,3.47,3.47,Year 1,Ciências,High School,0,2029-12-02
2529,25.5,Female,45978.0,Yes,5.91,97.3,2.0,43.2,Yes,No,6.3,1.99,2.31,2.3,Year 2,Engenharia,Bachelor,0,2029-12-03
2530,18.5,Female,36836.0,Yes,5.09,72.3,0.0,29.2,Yes,Yes,5.7,1.3,0.58,0.6,Year 2,Ciências,High School,0,2029-12-04
2531,22.0,Male,25000.0,Yes,3.27,96.0,2.0,42.3,No,No,6.4,4.0,3.63,3.66,Year 2,Design,High School,0,2029-12-05
2532,19.0,Female,25000.0,Yes,3.46,76.3,3.0,33.3,No,Yes,3.3,4.0,4.0,3.99,Year 3,Administração,Bachelor,0,2029-12-06
2533,22.2,Female,25000.0,Yes,5.21,95.2,2.0,19.5,Yes,No,7.2,2.93,2.39,2.31,Year 3,Administração,Bachelor,0,2029-12-07
2534,19.0,Female,56345.0,Yes,4.15,85.5,1.0,11.9,No,No,5.6,1.69,2.1,2.08,Year 3,Ciências,Bachelor,0,2029-12-08
2535,20.1,Male,25000.0,Yes,4.41,74.1,1.0,12.6,No,No,8.0,2.51,2.41,2.41,Year 1,Ciências,High School,0,2029-12-09
2536,20.4,Male,39087.0,Yes,5.54,95.2,2.0,19.3,No,No,8.4,3.38,3.07,3.09,Year 4,Administração,Master,0,2029-12-10
2537,23.1,Male,35675.0,Yes,3.0,94.9,2.0,42.2,No,Yes,5.9,3.41,3.57,3.57,Year 1,Administração,Bachelor,0,2029-12-11
2538,23.0,Male,77012.0,No,5.24,73.5,0.0,45.6,No,Yes,7.3,3.37,3.23,3.26,Year 4,Design,Bachelor,0,2029-12-12
2539,18.3,Female,28998.0,Yes,3.49,84.6,4.0,31.1,Yes,Yes,7.1,3.28,3.54,3.54,Year 3,Sistemas de Informação,Bachelor,0,2029-12-13
2540,21.1,Female,25000.0,No,1.08,66.5,0.0,41.1,No,No,7.9,0.0,0.0,0.0,Year 1,Administração,High School,1,2029-12-14
2541,19.4,Male,43832.0,Yes,2.48,78.8,1.0,23.3,Yes,No,7.8,2.31,2.53,2.49,Year 4,Design,Master,0,2029-12-15
2542,18.2,Male,107241.0,Yes,2.79,78.9,4.0,22.5,No,Yes,3.4,2.47,2.07,2.07,Year 1,Administração,High School,0,2029-12-16
2543,20.5,Female,45589.0,Yes,5.74,78.7,3.0,39.2,No,Yes,6.0,1.28,1.27,1.21,Year 3,Engenharia,High School,0,2029-12-17
2544,20.3,Female,25000.0,No,3.84,94.9,1.0,32.0,Yes,No,3.0,3.65,3.19,3.04,Year 4,Sistemas de Informação,Master,0,2029-12-18
2545,26.3,Female,25000.0,Yes,3.6,71.3,2.0,38.8,No,Yes,4.6,2.78,3.01,2.93,Year 3,Engenharia,Bachelor,0,2029-12-19
2546,22.0,Male,,Yes,,65.2,3.0,30.6,Yes,Yes,,3.78,3.77,3.77,Year 1,Administração,High School,0,2029-12-20
2547,18.0,Female,98912.0,Yes,2.99,88.0,1.0,25.5,Yes,Yes,6.6,3.07,2.6,2.53,Year 4,Engenharia,Master,0,2029-12-21
2548,19.8,Female,25000.0,Yes,3.49,71.5,2.0,27.4,Yes,Yes,5.1,1.52,1.22,1.16,Year 3,Administração,,1,2029-12-22
2549,23.2,Female,25000.0,Yes,4.04,74.9,2.0,33.7,No,Yes,5.2,2.32,1.41,1.39,Year 2,Sistemas de Informação,Bachelor,0,2029-12-23
